Bereinigung,Indizes / Veränderungen,Nominal / Real,Branche / Warengruppe,Monat,DATA
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2016-12-01,-0.713
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2017-01-01,1.025
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2017-02-01,-2.289
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2017-03-01,4.216
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2017-04-01,-3.113
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2017-05-01,3.584
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2017-06-01,1.246
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2017-07-01,0.58
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2017-08-01,0.272
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2017-09-01,3.018
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2017-10-01,-1.169
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2017-11-01,2.721
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2017-12-01,0.295
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2018-01-01,1.174
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2018-02-01,0.535
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2018-03-01,1.239
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2018-04-01,1.078
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2018-05-01,-0.054
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2018-06-01,3.752
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2018-07-01,0.753
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2018-08-01,2.754
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2018-09-01,-3.893
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2018-10-01,4.356
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2018-11-01,0.549
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2018-12-01,-1.074
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-01-01,0.651
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-02-01,0.586
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-03-01,-3.134
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-04-01,3.657
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-05-01,2.018
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-06-01,-1.881
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-07-01,4.331
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-08-01,1.084
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-09-01,1.424
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-10-01,1.646
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-11-01,2.359
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-12-01,0.569
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-01-01,0.49
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-02-01,6.607
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-03-01,-6.069
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-04-01,-17.199
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-05-01,7.314
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-06-01,5.411
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-07-01,5.855
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-08-01,1.241
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-09-01,5.363
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-10-01,7.568
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-11-01,0.26
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-12-01,8.507
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-01-01,-1.787
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-02-01,-11.698
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-03-01,27.527
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-04-01,34.915
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-05-01,-1.431
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-06-01,0.924
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-07-01,-2.809
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-08-01,1.956
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-09-01,1.251
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-10-01,-2.54
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-11-01,4.887
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-12-01,0.884
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2022-01-01,4.977
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2022-02-01,13.26
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2022-03-01,-8.38
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2022-04-01,-4.226
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2022-05-01,-0.219
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2022-06-01,-0.127
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2022-07-01,0.978
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2022-08-01,3.719
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2022-09-01,4.049
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2022-10-01,-1.28
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2022-11-01,1.005
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2022-12-01,0.223
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2023-01-01,1.697
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2023-02-01,2.444
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2023-03-01,1.627
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2023-04-01,-3.508
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2023-05-01,1.502
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2023-06-01,5.186
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2023-07-01,-0.503
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2023-08-01,0.406
Unbereinigt,Veränderungen,Nominal,47 (ohne 473): Total Detailhandel ohne Tankstellen,2023-09-01,1.222
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2000-01-01,
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2000-02-01,
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2000-03-01,
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2000-04-01,
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2000-05-01,
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2000-06-01,
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2000-07-01,
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2000-08-01,
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2000-09-01,
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2000-10-01,
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2000-11-01,
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2000-12-01,
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2001-01-01,5.021
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2001-02-01,-1.102
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2001-03-01,4.272
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2001-04-01,-1.177
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2001-05-01,0.182
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2001-06-01,7.534
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2001-07-01,1.221
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2001-08-01,3.004
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2001-09-01,1.098
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2001-10-01,1.325
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2001-11-01,1.884
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2001-12-01,0.043
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-01-01,2.683
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-02-01,1.971
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-03-01,1.3
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-04-01,1.19
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-05-01,-1.537
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-06-01,-3.348
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-07-01,2.725
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-08-01,0.322
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-09-01,-3.278
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-10-01,0.887
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-11-01,-2.803
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-12-01,-3.204
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-01-01,0.491
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-02-01,-1.712
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-03-01,-3.477
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-04-01,1.948
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-05-01,0.934
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-06-01,-1.889
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-07-01,1.666
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-08-01,-4.4
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-09-01,3.277
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-10-01,1.893
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-11-01,-3.986
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-12-01,2.453
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-01-01,3.289
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-02-01,3.579
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-03-01,2.716
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-04-01,1.783
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-05-01,-3.15
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-06-01,7.079
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-07-01,1.124
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-08-01,4.584
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-09-01,-0.271
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-10-01,-3.208
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-11-01,3.599
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-12-01,0.951
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-01-01,-3.194
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-02-01,-1.058
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-03-01,2.958
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-04-01,2.801
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-05-01,-0.267
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-06-01,3.351
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-07-01,1.641
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-08-01,4.719
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-09-01,1.68
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-10-01,3.056
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-11-01,2.454
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-12-01,3.387
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-01-01,3.272
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-02-01,0.557
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-03-01,0.881
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-04-01,-0.436
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-05-01,6.166
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-06-01,1.061
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-07-01,2.785
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-08-01,5.295
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-09-01,2.919
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-10-01,0.97
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-11-01,3.768
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-12-01,1.292
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-01-01,5.291
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-02-01,4.671
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-03-01,7.832
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-04-01,3.604
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-05-01,3.409
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-06-01,5.469
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-07-01,3.52
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-08-01,4.096
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-09-01,3.133
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-10-01,6.48
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-11-01,3.353
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-12-01,1.663
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-01-01,1.93
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-02-01,8.283
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-03-01,-1.855
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-04-01,2.917
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-05-01,7.981
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-06-01,1.466
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-07-01,7.293
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-08-01,0.683
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-09-01,7.297
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-10-01,3.446
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-11-01,-1.101
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-12-01,3.851
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-01-01,1.507
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-02-01,-3.425
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-03-01,1.342
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-04-01,1.489
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-05-01,-1.201
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-06-01,0.865
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-07-01,0.947
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-08-01,-0.993
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-09-01,-1.755
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-10-01,4.491
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-11-01,0.29
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-12-01,4.257
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-01-01,-0.042
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-02-01,2.884
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-03-01,8.575
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-04-01,1.131
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-05-01,-0.443
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-06-01,5.306
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-07-01,4.558
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-08-01,4.559
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-09-01,4.209
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-10-01,-0.322
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-11-01,6.298
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-12-01,3.317
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-01-01,1.149
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-02-01,1.261
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-03-01,-0.419
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-04-01,7.544
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-05-01,3.859
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-06-01,-0.645
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-07-01,-0.902
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-08-01,-0.944
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-09-01,-1.811
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-10-01,0.125
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-11-01,1.67
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-12-01,1.67
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-01-01,4.594
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-02-01,4.668
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-03-01,6.183
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-04-01,-4.181
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-05-01,4.103
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-06-01,7.982
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-07-01,1.152
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-08-01,6.301
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-09-01,2.856
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-10-01,4.307
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-11-01,3.344
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-12-01,-1.07
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-01-01,2.543
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-02-01,-1.345
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-03-01,-1.949
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-04-01,3.937
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-05-01,1.881
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-06-01,-0.139
Unbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-07-01,2.439
